Descriptions,Specifications,Cartype,original_price,original_price,original_price,Discounts
2015 Maruti Baleno,"22,140 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹521,399","₹521,400","₹521,401"," ₹28,000 OFF"
2019 MG HECTOR,"83,626 km1st OwnerPetrol",SHARP DCT PETROL Automatic,"₹1,489,799","₹1,489,800","₹1,489,801",
2015 Hyundai Creta,"133,099 km1st OwnerDiesel",1.6 CRDI SX PLUS AUTO Automatic,"₹801,099","₹801,100","₹801,101",
2012 Maruti Ertiga,"74,422 km1st OwnerDiesel",VDI ABS Manual,"₹449,299","₹449,300","₹449,301",
2010 Maruti Ritz,"27,052 km1st OwnerPetrol",LXI Manual,"₹264,099","₹264,100","₹264,101",
2017 Maruti Ciaz,"72,430 km1st OwnerDiesel",VDI+ SHVS Manual,"₹581,599","₹581,600","₹581,601",
2015 BMW 3 Series,"35,591 km2nd OwnerDiesel",320D Automatic,"₹1,626,299","₹1,626,300","₹1,626,301",
2018 Hyundai Elite i20,"23,758 km1st OwnerPetrol",Magna Executive 1.2 Manual,"₹604,399","₹604,400","₹604,401",
2013 Maruti Ertiga,"119,067 km3rd OwnerDiesel",VDI ABS Manual,"₹436,799","₹436,800","₹436,801",
2015 Maruti Ciaz,"61,758 km2nd OwnerDiesel",ZDI Manual,"₹634,699","₹634,700","₹634,701"," ₹5,000 OFF"
2017 Maruti Vitara Brezza,"93,199 km1st OwnerDiesel",ZDI Manual,"₹674,599","₹674,600","₹674,601",
2016 Ford Ecosport,"22,197 km1st OwnerPetrol",1.5 TITANIUM TI VCT Manual,"₹754,699","₹754,700","₹754,701",
2020 KIA SELTOS,"22,066 km1st OwnerPetrol",HTK 1.5 PETROL Manual,"₹1,134,399","₹1,134,400","₹1,134,401",
2015 Maruti Ertiga,"52,870 km1st OwnerDiesel",ZDI Manual,"₹643,899","₹643,900","₹643,901",
2019 Ford Figo Aspire,"10,063 km1st OwnerPetrol",1.2 TITANIUM+ PETROL Manual,"₹666,999","₹666,1000","₹666,1001",
2016 Hyundai Grand i10,"69,989 km1st OwnerPetrol",SPORTZ 1.2 KAPPA VTVT Manual,"₹445,599","₹445,600","₹445,601",
2018 Ford Figo Aspire,"39,845 km1st OwnerPetrol",1.2 TITANIUM PETROL Manual,"₹570,199","₹570,200","₹570,201",
2016 Maruti Vitara Brezza,"54,460 km1st OwnerDiesel",ZDI Manual,"₹658,899","₹658,900","₹658,901",
2017 Ford Ecosport,"50,477 km2nd OwnerDiesel",1.5TITANIUM TDCI Manual,"₹601,499","₹601,500","₹601,501",
2017 Ford Figo Aspire,"31,724 km1st OwnerPetrol",1.2 TITANIUM PETROL Manual,"₹479,899","₹479,900","₹479,901",
2018 Hyundai Elite i20,"74,782 km2nd OwnerDiesel",ASTA 1.4 CRDI Manual,"₹690,599","₹690,600","₹690,601",
2018 Hyundai Elite i20,"13,161 km1st OwnerPetrol",Magna Executive 1.2 Manual,"₹610,599","₹610,600","₹610,601",
2017 Toyota Fortuner,"92,357 km1st OwnerDiesel",2.8 4x2 MT Manual,"₹2,726,999","₹2,726,1000","₹2,726,1001",
2017 Maruti Ciaz,"66,396 km2nd OwnerDiesel",DELTA 1.3 DDIS SHVS Manual,"₹607,099","₹607,100","₹607,101",
2013 Mercedes Benz E Class,"41,294 km2nd OwnerDiesel",E 250 CDI AVANTGARDE Manual,"₹1,543,999","₹1,543,1000","₹1,543,1001",
2017 Maruti Ciaz,"82,599 km1st OwnerDiesel",VDI+ SHVS Manual,"₹625,999","₹625,1000","₹625,1001",
2014 Hyundai Grand i10,"28,692 km1st OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹441,699","₹441,700","₹441,701",
2020 Honda City,"10,322 km1st OwnerPetrol",ZX CVT Automatic,"₹1,317,999","₹1,317,1000","₹1,317,1001",
2014 Hyundai Verna,"72,808 km1st OwnerDiesel",FLUIDIC 1.6 SX CRDI Manual,"₹501,099","₹501,100","₹501,101",
2014 Toyota Fortuner,"123,799 km2nd OwnerDiesel",3.0 AT 4X2 Automatic,"₹1,321,999","₹1,321,1000","₹1,321,1001",
2014 Renault Duster,"76,226 km1st OwnerDiesel",RXL DIESEL 110 PS 4WD Manual,"₹490,399","₹490,400","₹490,401",
2018 Ford Ecosport,"52,134 km2nd OwnerDiesel",1.5 AMBIENTE TDCI Manual,"₹650,999","₹650,1000","₹650,1001",
2014 Toyota Fortuner,"175,240 km1st OwnerDiesel",SPORTIVO 4X2 MT Manual,"₹1,301,199","₹1,301,200","₹1,301,201",
2018 Tata Tiago,"50,361 km1st OwnerPetrol",XT 1.2 REVOTRON Manual,"₹441,199","₹441,200","₹441,201",
2012 Honda Brio,"30,746 km1st OwnerPetrol",1.2 E MT I VTEC Manual,"₹280,699","₹280,700","₹280,701",
2019 Maruti Vitara Brezza,"52,810 km1st OwnerDiesel",LDI Manual,"₹683,599","₹683,600","₹683,601",
2012 Toyota Fortuner,"146,017 km1st OwnerDiesel",3.0 MT 4X2 Manual,"₹1,061,199","₹1,061,200","₹1,061,201",
2016 Maruti Swift Dzire,"79,048 km2nd OwnerDiesel",VDI ABS ,"₹495,099","₹495,100","₹495,101",
2016 Ford Ecosport,"34,212 km1st OwnerPetrol",1.5 TITANIUM TI VCT Manual,"₹713,499","₹713,500","₹713,501",
2013 Maruti Swift,"78,932 km2nd OwnerDiesel",VDI Manual,"₹318,699","₹318,700","₹318,701",
2016 Ford Ecosport,"27,829 km1st OwnerPetrol",1.5 TITANIUM TI VCT Manual,"₹744,099","₹744,100","₹744,101",
2020 Maruti S PRESSO,"6,100 km1st OwnerPetrol",VXI Manual,"₹464,499","₹464,500","₹464,501",
2015 Hyundai Grand i10,"107,330 km1st OwnerDiesel",MAGNA 1.1 CRDI Manual,"₹345,099","₹345,100","₹345,101",
2015 Maruti Swift,"62,944 km3rd OwnerPetrol",VXI Manual,"₹461,199","₹461,200","₹461,201",
2018 Ford Ecosport,"35,869 km1st OwnerPetrol",1.5 TITANIUM TI VCT Manual,"₹817,099","₹817,100","₹817,101",
2018 Ford Ecosport,"35,747 km1st OwnerDiesel",1.5TITANIUM TDCI Manual,"₹830,899","₹830,900","₹830,901",
2018 Ford Ecosport,"28,379 km1st OwnerDiesel",1.5TITANIUM TDCI Manual,"₹846,399","₹846,400","₹846,401",
2015 Audi Q3,"67,720 km3rd OwnerDiesel",35 TDI Quattro Automatic,"₹1,493,699","₹1,493,700","₹1,493,701",
2018 Ford Ecosport,"38,471 km1st OwnerDiesel",1.5TITANIUM TDCI Manual,"₹842,299","₹842,300","₹842,301",
2017 Hyundai Elite i20,"31,450 km1st OwnerPetrol",ASTA 1.2 Manual,"₹628,399","₹628,400","₹628,401",
2016 Maruti Ciaz,"168,380 km1st OwnerDiesel",ZDI+ SHVS Manual,"₹559,299","₹559,300","₹559,301",
2018 Ford Ecosport,"24,772 km2nd OwnerDiesel",1.5 TDCI TITANIUM PLUS Manual,"₹859,299","₹859,300","₹859,301",
2017 Hyundai Elite i20,"83,787 km2nd OwnerDiesel",1.4 CRDI ASTA (O) Manual,"₹627,799","₹627,800","₹627,801",
2020 Maruti S PRESSO,"15,934 km1st OwnerPetrol",VXI PLUS Manual,"₹452,799","₹452,800","₹452,801",
2019 Ford Ecosport,"14,623 km1st OwnerPetrol",TITANIUM PLUS 1.5 TI VCT MT ,"₹881,699","₹881,700","₹881,701",
2019 Ford Ecosport,"24,435 km1st OwnerPetrol",TREND + 1.5 TI VCT AT Manual,"₹874,999","₹874,1000","₹874,1001",
2018 Maruti Baleno,"75,073 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹578,799","₹578,800","₹578,801",
2013 Maruti Swift,"82,987 km1st OwnerDiesel",VDI Manual,"₹334,299","₹334,300","₹334,301",
2016 Ford Ecosport,"38,250 km2nd OwnerPetrol",1.5 TITANIUM TI VCT Manual,"₹665,299","₹665,300","₹665,301",
2014 Maruti Ritz,"79,805 km1st OwnerDiesel",VDI Manual,"₹368,799","₹368,800","₹368,801",
2014 Maruti Swift Dzire,"55,542 km1st OwnerDiesel",LDI BS IV Manual,"₹342,999","₹342,1000","₹342,1001",
2015 Toyota Etios,"77,530 km1st OwnerDiesel",VX D Manual,"₹497,599","₹497,600","₹497,601",
2013 Maruti Swift,"68,749 km1st OwnerDiesel",VDI Manual,"₹349,199","₹349,200","₹349,201",
2013 Toyota Etios,"47,074 km1st OwnerDiesel",GD Manual,"₹385,699","₹385,700","₹385,701",
2014 Toyota Corolla Altis,"126,822 km1st OwnerDiesel",D 4D G Manual,"₹689,499","₹689,500","₹689,501",
2017 Hyundai Grand i10,"78,568 km2nd OwnerPetrol",MAGNA 1.2 KAPPA VTVT Manual,"₹433,999","₹433,1000","₹433,1001",
2018 Maruti Vitara Brezza,"71,192 km1st OwnerDiesel",VDI OPT Manual,"₹691,599","₹691,600","₹691,601",
2019 Maruti Baleno,"31,506 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹657,199","₹657,200","₹657,201",
2018 Maruti Baleno,"36,462 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹596,599","₹596,600","₹596,601",
2019 Maruti Alto,"13,299 km1st OwnerPetrol",VXI Manual,"₹384,999","₹384,1000","₹384,1001",
2017 Maruti Baleno,"41,963 km1st OwnerPetrol",ZETA 1.2 K12 Manual,"₹608,899","₹608,900","₹608,901",
2019 Maruti Alto 800,"10,316 km1st OwnerPetrol",VXI Manual,"₹362,999","₹362,1000","₹362,1001",
2019 Maruti Vitara Brezza,"33,968 km1st OwnerDiesel",VDI Manual,"₹779,299","₹779,300","₹779,301",
2020 Maruti Baleno,"11,679 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹684,499","₹684,500","₹684,501",
2016 Ford Ecosport,"88,979 km1st OwnerDiesel",1.5 TDCI TITANIUM PLUS Manual,"₹627,599","₹627,600","₹627,601",
2018 Maruti Baleno,"26,412 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹590,899","₹590,900","₹590,901",
2017 Maruti Baleno,"20,990 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹562,299","₹562,300","₹562,301",
2020 Maruti Baleno,"7,391 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹685,499","₹685,500","₹685,501",
2018 Maruti Vitara Brezza,"82,601 km1st OwnerDiesel",VDI Manual,"₹687,999","₹687,1000","₹687,1001",
2013 Maruti Swift,"70,981 km1st OwnerDiesel",VDI Manual,"₹329,899","₹329,900","₹329,901",
2011 Hyundai i10,"28,384 km1st OwnerPetrol",MAGNA 1.2 KAPPA2 Manual,"₹250,399","₹250,400","₹250,401",
2012 Maruti Swift,"82,702 km1st OwnerDiesel",VDI Manual,"₹307,299","₹307,300","₹307,301",
2018 Maruti Vitara Brezza,"83,300 km2nd OwnerDiesel",ZDI Manual,"₹709,999","₹709,1000","₹709,1001",
2017 Maruti Baleno,"22,673 km1st OwnerPetrol",ALPHA 1.2 K12 Manual,"₹615,199","₹615,200","₹615,201",
2019 Maruti Baleno,"14,237 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹629,899","₹629,900","₹629,901",
2012 Maruti Swift,"120,326 km2nd OwnerDiesel",VDI Manual,"₹301,999","₹301,1000","₹301,1001",
2019 Maruti Alto 800,"20,099 km1st OwnerPetrol",VXI Manual,"₹362,999","₹362,1000","₹362,1001",
2016 Ford Ecosport,"93,698 km1st OwnerDiesel",1.5TITANIUM TDCI Manual,"₹605,999","₹605,1000","₹605,1001",
2018 Maruti Vitara Brezza,"26,505 km1st OwnerDiesel",VDI Manual,"₹736,099","₹736,100","₹736,101",
2019 Renault Kwid,"24,756 km1st OwnerPetrol",RXL Manual,"₹374,199","₹374,200","₹374,201",
2013 Maruti Swift,"108,136 km1st OwnerDiesel",VDI Manual,"₹318,399","₹318,400","₹318,401",
2013 Maruti Swift,"87,567 km1st OwnerDiesel",VDI Manual,"₹327,399","₹327,400","₹327,401",
2014 Maruti Swift Dzire,"56,467 km1st OwnerDiesel",LDI BS IV Manual,"₹372,199","₹372,200","₹372,201",
2017 Maruti Swift,"27,589 km2nd OwnerPetrol",LXI OPT Manual,"₹461,899","₹461,900","₹461,901",
2017 Hyundai Grand i10,"47,417 km1st OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹494,799","₹494,800","₹494,801",
2017 Hyundai Grand i10,"42,631 km2nd OwnerDiesel",Sportz1.2 CRDI Manual,"₹461,699","₹461,700","₹461,701",
2014 Toyota Etios Liva,"176,778 km2nd OwnerDiesel",D 4D GD Manual,"₹313,699","₹313,700","₹313,701",
2019 Maruti Vitara Brezza,"32,662 km1st OwnerDiesel",ZDI AMT Automatic,"₹893,599","₹893,600","₹893,601",
2015 Maruti Swift,"68,025 km1st OwnerPetrol",ZXI Manual,"₹396,699","₹396,700","₹396,701",
2013 Hyundai i20,"64,361 km1st OwnerDiesel",SPORTZ 1.4 CRDI Manual,"₹362,499","₹362,500","₹362,501",
2020 Maruti Vitara Brezza,"20,024 km1st OwnerPetrol",ZXI AT SHVS Automatic,"₹1,024,199","₹1,024,200","₹1,024,201",
2018 Maruti Vitara Brezza,"36,807 km1st OwnerDiesel",VDI OPT Manual,"₹775,499","₹775,500","₹775,501",
2018 Maruti Swift,"66,535 km1st OwnerDiesel",VDI Manual,"₹550,999","₹550,1000","₹550,1001",
2014 Maruti Ritz,"70,124 km1st OwnerDiesel",LDI Manual,"₹277,699","₹277,700","₹277,701",
2013 Maruti Swift Dzire,"49,944 km2nd OwnerDiesel",LDI BS IV Manual,"₹324,099","₹324,100","₹324,101",
2018 Maruti Vitara Brezza,"54,687 km1st OwnerDiesel",ZDI Manual,"₹750,099","₹750,100","₹750,101",
2014 Maruti Swift Dzire,"118,729 km2nd OwnerDiesel",LDI BS IV Manual,"₹337,899","₹337,900","₹337,901",
2018 Maruti Baleno,"9,483 km2nd OwnerPetrol",ZETA 1.2 K12 Manual,"₹629,299","₹629,300","₹629,301",
2019 Maruti Vitara Brezza,"25,398 km1st OwnerDiesel",VDI Manual,"₹809,899","₹809,900","₹809,901",
2019 Hyundai NEW SANTRO,"9,137 km1st OwnerPetrol",1.1 MAGNA MT Manual,"₹422,499","₹422,500","₹422,501",
2014 Toyota Etios Liva,"166,567 km1st OwnerDiesel",D 4D GD Manual,"₹320,299","₹320,300","₹320,301",
2020 Maruti Alto,"3,867 km1st OwnerPetrol",LXI Manual,"₹351,699","₹351,700","₹351,701",
2019 Maruti Vitara Brezza,"27,455 km1st OwnerDiesel",VDI Manual,"₹831,899","₹831,900","₹831,901",
2017 Maruti Swift,"46,220 km1st OwnerDiesel",VDI ABS Manual,"₹548,099","₹548,100","₹548,101",
2012 Maruti Swift,"68,206 km2nd OwnerDiesel",VDI Manual,"₹375,099","₹375,100","₹375,101",
2020 Maruti Vitara Brezza,"17,465 km1st OwnerDiesel",ZDI + AMT Automatic,"₹1,067,199","₹1,067,200","₹1,067,201",
2019 Maruti Vitara Brezza,"49,708 km1st OwnerDiesel",VDI Manual,"₹793,999","₹793,1000","₹793,1001",
2019 Maruti Vitara Brezza,"31,245 km1st OwnerDiesel",VDI Manual,"₹850,199","₹850,200","₹850,201",
2016 Maruti Swift Dzire,"158,642 km1st OwnerDiesel",VDI ABS ,"₹453,499","₹453,500","₹453,501",
2015 Maruti Swift Dzire,"13,358 km1st OwnerPetrol",VXI 1.2 BS IV Manual,"₹513,499","₹513,500","₹513,501",
2011 Hyundai i10,"43,597 km1st OwnerPetrol",SPORTZ 1.2 KAPPA2 Manual,"₹283,199","₹283,200","₹283,201",
2017 Maruti Baleno,"12,322 km2nd OwnerPetrol",DELTA 1.2 K12 Manual,"₹559,899","₹559,900","₹559,901",
2018 Maruti Wagon R 1.0,"25,823 km2nd OwnerPetrol",VXI AMT Automatic,"₹437,799","₹437,800","₹437,801",
2019 Renault Kwid,"20,810 km1st OwnerPetrol",RXL Manual,"₹371,799","₹371,800","₹371,801",
2018 Maruti Wagon R 1.0,"27,853 km1st OwnerPetrol",LXI Manual,"₹431,999","₹431,1000","₹431,1001",
2013 Maruti Swift,"112,335 km1st OwnerDiesel",VDI Manual,"₹338,899","₹338,900","₹338,901",
2012 Maruti Ritz,"184,227 km1st OwnerDiesel",VDI Manual,"₹278,699","₹278,700","₹278,701",
2013 Hyundai i20,"57,465 km1st OwnerDiesel",SPORTZ 1.4 CRDI Manual,"₹377,399","₹377,400","₹377,401",
2018 Hyundai Grand i10,"16,729 km2nd OwnerPetrol",MAGNA 1.2 KAPPA VTVT Manual,"₹490,799","₹490,800","₹490,801",
2016 Maruti Alto K10,"106,165 km1st OwnerPetrol",VXI Manual,"₹304,499","₹304,500","₹304,501",
2013 Maruti Swift,"114,506 km1st OwnerDiesel",VDI Manual,"₹339,999","₹339,1000","₹339,1001",
2017 Maruti Alto 800,"54,041 km1st OwnerPetrol",LXI Manual,"₹287,599","₹287,600","₹287,601",
2013 Hyundai i20,"37,840 km1st OwnerDiesel",ERA 1.4 CRDI Manual,"₹357,399","₹357,400","₹357,401",
2013 Maruti Swift,"58,990 km1st OwnerDiesel",VDI Manual,"₹353,199","₹353,200","₹353,201",
2015 Maruti Swift,"60,188 km1st OwnerDiesel",VDI ABS Manual,"₹399,799","₹399,800","₹399,801",
2017 Hyundai Grand i10,"24,487 km1st OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹492,299","₹492,300","₹492,301",
2015 Hyundai Eon,"58,809 km1st OwnerPetrol",MAGNA PLUS Manual,"₹303,199","₹303,200","₹303,201",
2013 Maruti Swift,"120,060 km1st OwnerDiesel",VDI Manual,"₹323,999","₹323,1000","₹323,1001",
2012 Maruti Swift,"38,061 km1st OwnerDiesel",VDI Manual,"₹360,099","₹360,100","₹360,101",
2015 Maruti Swift,"63,344 km1st OwnerPetrol",LXI Manual,"₹420,999","₹420,1000","₹420,1001",
2015 Maruti Alto K10,"60,216 km1st OwnerPetrol",VXI Manual,"₹278,499","₹278,500","₹278,501",
2015 Maruti Swift,"68,276 km1st OwnerDiesel",LDI O Manual,"₹401,399","₹401,400","₹401,401",
2016 Maruti Swift,"17,139 km1st OwnerPetrol",VXI Manual,"₹482,599","₹482,600","₹482,601",
2013 Maruti Swift,"77,409 km1st OwnerDiesel",ZDI Manual,"₹391,299","₹391,300","₹391,301",
2014 Maruti Swift Dzire,"73,614 km1st OwnerPetrol",VXI 1.2 BS IV Manual,"₹391,599","₹391,600","₹391,601",
2015 Maruti Swift,"76,264 km1st OwnerDiesel",VDI ABS Manual,"₹400,599","₹400,600","₹400,601",
2017 Maruti Alto 800,"63,567 km1st OwnerPetrol",LXI Manual,"₹292,999","₹292,1000","₹292,1001",
2017 Hyundai Grand i10,"16,502 km1st OwnerPetrol",MAGNA 1.2 KAPPA VTVT Manual,"₹482,299","₹482,300","₹482,301",
2015 Maruti Swift Dzire,"50,862 km1st OwnerDiesel",VDI ABS ,"₹501,199","₹501,200","₹501,201",
2015 Hyundai Eon,"48,036 km2nd OwnerPetrol",MAGNA PLUS Manual,"₹295,499","₹295,500","₹295,501",
2014 Maruti Swift Dzire,"87,119 km1st OwnerDiesel",VDI BS IV Manual,"₹401,599","₹401,600","₹401,601",
2019 Renault Kwid,"13,458 km1st OwnerPetrol",RXL Manual,"₹382,799","₹382,800","₹382,801",
2016 Hyundai Grand i10,"86,329 km1st OwnerPetrol",1.2 ASTA (O) AT Automatic,"₹482,199","₹482,200","₹482,201",
2017 Hyundai Eon,"23,479 km1st OwnerPetrol",ERA PLUS (O) Manual,"₹333,699","₹333,700","₹333,701",
2013 Maruti Swift,"122,416 km1st OwnerDiesel",VDI Manual,"₹347,199","₹347,200","₹347,201",
2018 Maruti Vitara Brezza,"112,703 km1st OwnerDiesel",VDI Manual,"₹714,599","₹714,600","₹714,601",
2018 Maruti Wagon R 1.0,"11,773 km1st OwnerPetrol",VXI Manual,"₹485,599","₹485,600","₹485,601",
2013 Maruti Swift,"44,122 km1st OwnerDiesel",VDI Manual,"₹384,899","₹384,900","₹384,901",
2017 Maruti Alto K10,"56,892 km1st OwnerPetrol",VXI Manual,"₹342,099","₹342,100","₹342,101",
2015 Maruti Swift,"18,206 km1st OwnerDiesel",LDI BS IV Manual,"₹423,099","₹423,100","₹423,101",
2018 Maruti Wagon R 1.0,"4,113 km1st OwnerPetrol",VXI Manual,"₹488,299","₹488,300","₹488,301",
2014 Maruti Swift,"68,404 km1st OwnerDiesel",VDI Manual,"₹406,999","₹406,1000","₹406,1001",
2016 Maruti Alto 800,"47,929 km1st OwnerPetrol",VXI Manual,"₹286,699","₹286,700","₹286,701",
2012 Maruti Swift Dzire,"110,592 km2nd OwnerDiesel",VDI BS IV Manual,"₹342,299","₹342,300","₹342,301",
2017 Maruti Alto 800,"46,246 km1st OwnerPetrol",LXI Manual,"₹305,399","₹305,400","₹305,401",
2015 Maruti Swift Dzire,"30,696 km1st OwnerDiesel",ZDI Manual,"₹534,699","₹534,700","₹534,701",
2012 Maruti Swift Dzire,"68,930 km1st OwnerDiesel",VDI BS IV Manual,"₹324,699","₹324,700","₹324,701",
2012 Maruti Swift,"79,744 km1st OwnerPetrol",ZXI Manual,"₹410,399","₹410,400","₹410,401",
2014 Honda Brio,"45,910 km2nd OwnerPetrol",1.2 S MT I VTEC Manual,"₹350,999","₹350,1000","₹350,1001",
2014 Maruti Swift,"82,367 km2nd OwnerDiesel",VDI Manual,"₹372,499","₹372,500","₹372,501",
2014 Maruti Swift,"62,658 km1st OwnerPetrol",VXI Manual,"₹436,599","₹436,600","₹436,601",
2013 Maruti Swift Dzire,"69,373 km1st OwnerDiesel",VDI Manual,"₹358,499","₹358,500","₹358,501",
2018 Maruti Wagon R 1.0,"18,807 km2nd OwnerPetrol",VXI Manual,"₹469,299","₹469,300","₹469,301",
2014 Maruti Swift Dzire,"53,938 km1st OwnerDiesel",VDI BS IV Manual,"₹447,899","₹447,900","₹447,901",
2012 Maruti Swift Dzire,"87,025 km1st OwnerDiesel",VDI BS IV Manual,"₹339,999","₹339,1000","₹339,1001",
2017 Maruti Alto 800,"40,409 km1st OwnerPetrol",LXI Manual,"₹292,099","₹292,100","₹292,101",
2016 Hyundai Grand i10,"13,645 km1st OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹506,099","₹506,100","₹506,101",
2020 Maruti Swift,"27,722 km1st OwnerPetrol",ZXI Manual,"₹743,999","₹743,1000","₹743,1001",
2015 Maruti Celerio,"40,525 km2nd OwnerPetrol",VXI AMT Automatic,"₹415,699","₹415,700","₹415,701",
2019 Maruti S PRESSO,"18,395 km1st OwnerPetrol",VXI PLUS Manual,"₹517,399","₹517,400","₹517,401",
2019 Hyundai NEW SANTRO,"29,798 km1st OwnerPetrol",1.1 SPORTS AMT Manual,"₹575,699","₹575,700","₹575,701",
2013 Maruti Alto 800,"33,612 km1st OwnerPetrol",LXI Manual,"₹297,999","₹297,1000","₹297,1001",
2018 Ford Ecosport,"35,691 km2nd OwnerPetrol",1.5 TITANIUM TI VCT AT Automatic,"₹930,299","₹930,300","₹930,301",
2018 Tata Tiago,"6,413 km1st OwnerPetrol",XZ 1.2 REVOTRON Manual,"₹593,599","₹593,600","₹593,601",
2011 Hyundai Santro Xing,"70,009 km2nd OwnerPetrol",GL PLUS Manual,"₹301,299","₹301,300","₹301,301",
2014 Maruti Swift Dzire,"33,716 km2nd OwnerPetrol",VXI AMT Automatic,"₹532,999","₹532,1000","₹532,1001",
2015 Hyundai Grand i10,"32,643 km1st OwnerPetrol",SPORTZ 1.2 KAPPA VTVT Manual,"₹452,799","₹452,800","₹452,801"," ₹19,000 OFF"
2013 Hyundai i20,"50,903 km1st OwnerPetrol",SPORTZ 1.4 AT VTVT Manual,"₹566,799","₹566,800","₹566,801",
2017 Renault Kwid,"26,686 km1st OwnerPetrol",CLIMBER 1.0 AT Manual,"₹479,599","₹479,600","₹479,601",
2017 Renault Kwid,"15,883 km1st OwnerPetrol",RXL1.0 EASY-R AT Manual,"₹442,399","₹442,400","₹442,401",
2018 Tata Tiago,"30,545 km1st OwnerPetrol",XZ 1.2 REVOTRON Manual,"₹550,899","₹550,900","₹550,901",
2017 Renault Kwid,"18,163 km1st OwnerPetrol",RXL1.0 EASY-R AT Manual,"₹448,299","₹448,300","₹448,301",
2014 Maruti Swift,"51,290 km1st OwnerPetrol",VXI Manual,"₹481,599","₹481,600","₹481,601",
2011 Hyundai Santro Xing,"102,743 km1st OwnerPetrol",GL PLUS Manual,"₹294,399","₹294,400","₹294,401",
2015 Honda Brio,"52,105 km1st OwnerPetrol",1.2 VX MT I VTEC Manual,"₹432,999","₹432,1000","₹432,1001",
2014 Hyundai i10,"61,003 km2nd OwnerPetrol",SPORTZ 1.1 IRDE2 Manual,"₹357,399","₹357,400","₹357,401",
2014 Hyundai Eon,"46,920 km1st OwnerPetrol",MAGNA PLUS Manual,"₹353,599","₹353,600","₹353,601",
2013 Toyota Etios Liva,"48,838 km1st OwnerPetrol",V Manual,"₹516,999","₹516,1000","₹516,1001",
2016 Hyundai i10,"35,640 km2nd OwnerPetrol",SPORTZ 1.1 IRDE2 Manual,"₹445,299","₹445,300","₹445,301",
2016 Hyundai Grand i10,"7,071 km1st OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹570,299","₹570,300","₹570,301",
2016 Maruti Alto K10,"73,745 km1st OwnerPetrol",VXI Manual,"₹334,899","₹334,900","₹334,901",
2017 Maruti Celerio,"34,177 km1st OwnerPetrol",ZXI Manual,"₹514,999","₹514,1000","₹514,1001",
2014 Maruti Wagon R 1.0,"45,572 km1st OwnerPetrol",VXI Manual,"₹399,299","₹399,300","₹399,301",
2016 Maruti Celerio,"42,560 km1st OwnerPetrol",VXI AMT Automatic,"₹469,599","₹469,600","₹469,601",
2012 Maruti Alto K10,"49,493 km1st OwnerPetrol",VXI Manual,"₹308,299","₹308,300","₹308,301",
2018 Maruti Eeco,"31,773 km1st OwnerPetrol",5 STR WITH AC PLUSHTR Manual,"₹461,699","₹461,700","₹461,701",
2015 Maruti Wagon R 1.0,"36,544 km1st OwnerPetrol",VXI Manual,"₹436,199","₹436,200","₹436,201",
2017 Maruti Eeco,"31,060 km2nd OwnerPetrol",5 STR WITH AC PLUSHTR Manual,"₹433,199","₹433,200","₹433,201",
2017 Maruti Alto 800,"6,290 km2nd OwnerPetrol",VXI Manual,"₹353,899","₹353,900","₹353,901",
2017 Maruti Alto K10,"24,058 km2nd OwnerPetrol",VXI AMT Manual,"₹414,899","₹414,900","₹414,901",
2014 Maruti Alto 800,"43,569 km1st OwnerPetrol",LXI Manual,"₹316,899","₹316,900","₹316,901",
2016 Hyundai Elite i20,"53,103 km1st OwnerPetrol",SPORTZ 1.2 Manual,"₹589,999","₹589,1000","₹589,1001",
2014 Toyota Corolla Altis,"64,294 km1st OwnerDiesel",D 4D G Manual,"₹923,599","₹923,600","₹923,601",
2015 Hyundai Elite i20,"31,156 km1st OwnerDiesel",SPORTZ (O) 1.4 Manual,"₹634,399","₹634,400","₹634,401"," ₹35,000 OFF"
2019 Hyundai Creta,"35,444 km1st OwnerDiesel",1.4 E PLUS CRDI Manual,"₹1,176,099","₹1,176,100","₹1,176,101"," ₹5,000 OFF"
2016 Renault Kwid,"35,941 km2nd OwnerPetrol",RXT 1.0 EASY-R  AT ,"₹360,399","₹360,400","₹360,401",
2009 Hyundai i10,"42,468 km2nd OwnerPetrol",MAGNA 1.2 Manual,"₹239,699","₹239,700","₹239,701"," ₹48,000 OFF"
2015 Ford Figo,"67,701 km1st OwnerDiesel",1.4 TITANIUM DURATORQ Manual,"₹438,999","₹438,1000","₹438,1001",
2019 Hyundai VENUE,"5,678 km1st OwnerPetrol",1.0L Turbo GDI SX MT Manual,"₹1,021,799","₹1,021,800","₹1,021,801",
