Descriptions,Specifications,Cartype,original_price,original_price,original_price,Discounts
2015 Maruti Baleno,"46,657 km1st OwnerPetrol",ALPHA 1.2 K12 Manual,"₹591,899","₹591,900","₹591,901",
2016 Maruti Baleno,"11,237 km2nd OwnerPetrol",DELTA 1.2 K12 Manual,"₹584,899","₹584,900","₹584,901",
2016 Maruti Baleno,"58,063 km2nd OwnerPetrol",DELTA 1.2 K12 Manual,"₹570,299","₹570,300","₹570,301",
2016 Maruti Vitara Brezza,"62,810 km1st OwnerDiesel",ZDI PLUS DUAL TONE Manual,"₹775,799","₹775,800","₹775,801",
2018 Honda WR-V,"49,968 km2nd OwnerDiesel",1.5 i-DTEC VX MT Manual,"₹827,499","₹827,500","₹827,501",
2017 Maruti IGNIS,"8,454 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹513,599","₹513,600","₹513,601",
2016 Honda Jazz,"87,688 km1st OwnerPetrol",1.2 V AT Automatic,"₹520,499","₹520,500","₹520,501",
2021 Toyota Glanza,"7,752 km1st OwnerPetrol",G MT PETROL Manual,"₹890,799","₹890,800","₹890,801",
2014 Maruti Celerio,"46,586 km1st OwnerPetrol",VXI AMT Automatic,"₹361,099","₹361,100","₹361,101",
2017 Hyundai Elite i20,"32,251 km1st OwnerPetrol",SPORTZ 1.2 Manual,"₹551,299","₹551,300","₹551,301",
2019 Hyundai VENUE,"35,592 km1st OwnerDiesel",SX(O) CRDi Manual,"₹1,016,399","₹1,016,400","₹1,016,401",
2017 Hyundai Xcent,"27,432 km1st OwnerPetrol",SX 1.2 Manual,"₹520,699","₹520,700","₹520,701",
2017 Ford Figo Aspire,"29,632 km1st OwnerPetrol",1.2 TITANIUM PETROL Manual,"₹498,499","₹498,500","₹498,501",
2014 Maruti Celerio,"24,317 km1st OwnerPetrol",ZXI OPT Manual,"₹409,199","₹409,200","₹409,201",
2017 Hyundai Elite i20,"22,433 km1st OwnerPetrol",ASTA 1.2 Manual,"₹587,399","₹587,400","₹587,401",
2018 Ford Figo Aspire,"31,641 km2nd OwnerDiesel",1.5 TREND DIESEL Manual,"₹637,299","₹637,300","₹637,301",
2018 Hyundai Verna,"16,869 km2nd OwnerPetrol",1.6 SX VTVT AT (O) Automatic,"₹1,061,299","₹1,061,300","₹1,061,301",
2018 Honda Amaze,"40,267 km1st OwnerPetrol",1.2 V CVT I VTEC Manual,"₹722,299","₹722,300","₹722,301",
2017 Maruti Baleno,"48,530 km1st OwnerPetrol",ZETA 1.2 K12 Manual,"₹573,899","₹573,900","₹573,901",
2017 Ford Ecosport,"24,680 km1st OwnerPetrol",1.5 TITANIUM TI VCT AT Automatic,"₹813,199","₹813,200","₹813,201",
2019 Maruti Alto,"21,494 km2nd OwnerPetrol",VXI Manual,"₹388,099","₹388,100","₹388,101",
2016 Volkswagen Polo,"34,111 km1st OwnerPetrol",GT TSI 1.2 PETROL AT Automatic,"₹665,199","₹665,200","₹665,201",
2018 Hyundai Creta,"59,465 km1st OwnerDiesel",1.4 E PLUS CRDI Manual,"₹964,699","₹964,700","₹964,701",
2016 Maruti Ciaz,"109,630 km1st OwnerDiesel",VDI+ SHVS Manual,"₹601,199","₹601,200","₹601,201",
2016 Ford Ecosport,"42,751 km1st OwnerDiesel",1.5TITANIUM TDCI Manual,"₹712,899","₹712,900","₹712,901",
2020 Maruti S PRESSO,"6,200 km1st OwnerPetrol",VXI PLUS AGS Automatic,"₹538,499","₹538,500","₹538,501",
2017 Hyundai Elite i20,"4,249 km1st OwnerPetrol",SPORTZ 1.2 Manual,"₹607,699","₹607,700","₹607,701",
2019 MG HECTOR,"6,776 km2nd OwnerPetrol",SHARP DCT PETROL Automatic,"₹1,697,299","₹1,697,300","₹1,697,301",
2017 Ford Ecosport,"66,188 km1st OwnerDiesel",1.5TITANIUM TDCI Manual,"₹693,499","₹693,500","₹693,501",
2018 Ford Ecosport,"19,883 km1st OwnerPetrol",1.5 TITANIUM PLUS TI VCT AT ,"₹843,199","₹843,200","₹843,201",
2019 Honda City,"17,555 km1st OwnerPetrol",VX CVT PETROL Automatic,"₹1,121,299","₹1,121,300","₹1,121,301",
2017 Renault Kwid,"9,644 km1st OwnerPetrol",CLIMBER 1.0 AT Manual,"₹395,399","₹395,400","₹395,401",
2012 Maruti Swift,"81,690 km1st OwnerDiesel",VDI Manual,"₹424,799","₹424,800","₹424,801",
2016 Maruti Wagon R 1.0,"42,670 km1st OwnerPetrol",VXI Manual,"₹374,599","₹374,600","₹374,601",
2013 Maruti Swift Dzire,"45,420 km2nd OwnerPetrol",VXI 1.2 BS IV Manual,"₹436,099","₹436,100","₹436,101",
2020 Maruti Vitara Brezza,"18,943 km1st OwnerPetrol",ZXI + Manual,"₹934,999","₹934,1000","₹934,1001",
2018 Maruti Baleno,"18,380 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹624,899","₹624,900","₹624,901",
2015 Volkswagen Polo,"48,247 km2nd OwnerDiesel",HIGHLINE1.5L DIESEL Manual,"₹497,499","₹497,500","₹497,501",
2020 Maruti Vitara Brezza,"6,129 km1st OwnerPetrol",ZXI + Manual,"₹1,036,399","₹1,036,400","₹1,036,401",
2019 Maruti Vitara Brezza,"27,771 km1st OwnerDiesel",VDI Manual,"₹987,199","₹987,200","₹987,201",
2015 Maruti Swift Dzire,"29,813 km1st OwnerPetrol",VXI 1.2 BS IV Manual,"₹523,199","₹523,200","₹523,201",
2016 Hyundai Grand i10,"40,007 km1st OwnerPetrol",SPORTZ 1.2 KAPPA VTVT Manual,"₹446,799","₹446,800","₹446,801",
2017 Hyundai Grand i10,"32,683 km1st OwnerDiesel",magna 1.2 crdi Manual,"₹532,399","₹532,400","₹532,401",
2019 Maruti Dzire,"34,404 km1st OwnerDiesel",ZDI Manual,"₹838,799","₹838,800","₹838,801",
2018 Maruti Wagon R 1.0,"52,371 km1st OwnerPetrol",VXI AMT Automatic,"₹471,399","₹471,400","₹471,401",
2019 Maruti Vitara Brezza,"6,035 km1st OwnerDiesel",VDI Manual,"₹964,099","₹964,100","₹964,101",
2016 Hyundai Grand i10,"6,353 km1st OwnerPetrol",SPORTZ 1.2 KAPPA VTVT Manual,"₹484,499","₹484,500","₹484,501",
2014 Honda Brio,"75,162 km1st OwnerPetrol",1.2 VX AT I VTEC Automatic,"₹429,199","₹429,200","₹429,201",
2018 Hyundai Grand i10,"16,228 km2nd OwnerPetrol",SPORTS 1.2 AT VTVT Automatic,"₹566,899","₹566,900","₹566,901",
2013 Hyundai i10,"42,951 km3rd OwnerPetrol",SPORTZ 1.2 AT KAPPA2 Automatic,"₹357,199","₹357,200","₹357,201",
2016 Hyundai Grand i10,"26,904 km1st OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹486,799","₹486,800","₹486,801",
2017 Maruti Celerio,"9,506 km1st OwnerPetrol",ZXI Manual,"₹466,599","₹466,600","₹466,601",
2013 Maruti Wagon R 1.0,"28,994 km1st OwnerPetrol",LXI Manual,"₹365,499","₹365,500","₹365,501",
2017 Maruti Alto 800,"16,069 km1st OwnerPetrol",VXI Manual,"₹333,799","₹333,800","₹333,801",
2018 Tata NEXON,"31,104 km1st OwnerPetrol",XE Manual,"₹663,499","₹663,500","₹663,501",
2013 Hyundai Verna,"28,878 km1st OwnerPetrol",FLUIDIC 1.6 EX VTVT Manual,"₹503,999","₹503,1000","₹503,1001",
2014 Maruti Wagon R 1.0,"11,617 km1st OwnerPetrol",VXI Manual,"₹395,699","₹395,700","₹395,701",
2017 Maruti Vitara Brezza,"68,492 km1st OwnerDiesel",ZDI PLUS Manual,"₹839,299","₹839,300","₹839,301",
2016 Volkswagen Polo,"58,810 km1st OwnerPetrol",HIGHLINE1.2L PETROL Manual,"₹587,599","₹587,600","₹587,601",
2014 Ford Ecosport,"54,096 km1st OwnerDiesel",1.5TITANIUM TDCI Manual,"₹527,799","₹527,800","₹527,801"," ₹5,000 OFF"
2017 Hyundai Elite i20,"97,198 km1st OwnerPetrol",SPORTZ 1.2 Manual,"₹572,499","₹572,500","₹572,501",
2019 Maruti Dzire,"21,577 km1st OwnerDiesel",VDI Manual,"₹760,399","₹760,400","₹760,401"," ₹5,000 OFF"
2020 Ford Ecosport,"13,370 km1st OwnerDiesel",1.5TITANIUM TDCI Manual,"₹978,699","₹978,700","₹978,701",
2018 Maruti Baleno,"40,447 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹612,399","₹612,400","₹612,401",
2017 Maruti Swift,"10,875 km1st OwnerPetrol",LXI OPT Manual,"₹537,799","₹537,800","₹537,801"," ₹5,000 OFF"
2019 Maruti Vitara Brezza,"39,695 km1st OwnerDiesel",ZDI PLUS DUAL TONE Manual,"₹924,099","₹924,100","₹924,101",
2011 Hyundai i10,"78,725 km1st OwnerPetrol",SPORTZ 1.2 AT KAPPA2 Automatic,"₹339,099","₹339,100","₹339,101",
2011 Maruti Ritz,"66,294 km1st OwnerPetrol",VXI BS IV Manual,"₹325,376","₹325,377","₹325,378",
2018 Maruti Alto K10,"32,851 km1st OwnerPetrol",VXI Manual,"₹375,399","₹375,400","₹375,401",
2020 Hyundai VENUE,"40,139 km1st OwnerDiesel",1.5 SX CRDI MT ,"₹987,699","₹987,700","₹987,701",
2011 Hyundai i10,"16,423 km2nd OwnerPetrol",MAGNA 1.2 KAPPA2 Manual,"₹331,799","₹331,800","₹331,801",
2016 Ford New Figo,"63,793 km1st OwnerDiesel",1.5 TITANIUM Manual,"₹494,799","₹494,800","₹494,801",
2014 Maruti Wagon R 1.0,"92,708 km1st OwnerPetrol",VXI Manual,"₹374,699","₹374,700","₹374,701",
2016 Ford New Figo,"90,812 km1st OwnerDiesel",1.5 TITANIUM + Manual,"₹517,299","₹517,300","₹517,301",
2019 Volkswagen Polo,"16,019 km1st OwnerPetrol",HIGHLINE 1.0 PETROL Manual,"₹772,899","₹772,900","₹772,901",
2019 Toyota Innova Crysta,"187,298 km1st OwnerDiesel",2.4 GX 8 STR Manual,"₹1,530,899","₹1,530,900","₹1,530,901",
2015 Maruti Swift Dzire,"106,675 km1st OwnerPetrol",ZXI 1.2 BS IV Manual,"₹504,999","₹504,1000","₹504,1001",
2015 Maruti Swift Dzire,"61,290 km2nd OwnerPetrol",VXI 1.2 BS IV Manual,"₹524,499","₹524,500","₹524,501",
2018 Maruti Baleno,"69,895 km1st OwnerPetrol",ZETA 1.2 K12 Manual,"₹653,499","₹653,500","₹653,501",
2014 Maruti Swift,"30,466 km1st OwnerPetrol",VXI Manual,"₹472,699","₹472,700","₹472,701",
2017 Hyundai Grand i10,"19,376 km2nd OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹530,099","₹530,100","₹530,101",
2011 Hyundai i10,"79,359 km1st OwnerPetrol",SPORTZ 1.2 AT KAPPA2 Automatic,"₹356,199","₹356,200","₹356,201",
2019 Maruti Eeco,"23,410 km1st OwnerPetrol",5 STR WITH AC PLUSHTR Manual,"₹456,199","₹456,200","₹456,201",
2019 Maruti Eeco,"21,402 km1st OwnerPetrol",5 STR WITH AC PLUSHTR Manual,"₹424,499","₹424,500","₹424,501",
2017 Hyundai Creta,"51,628 km1st OwnerPetrol",1.6 SX PLUS PETROL Manual,"₹979,599","₹979,600","₹979,601",
2018 Maruti Swift,"24,019 km1st OwnerPetrol",VXI Manual,"₹647,999","₹647,1000","₹647,1001",
2017 Maruti Ertiga,"83,971 km1st OwnerDiesel",ZDI PLUS SHVS Manual,"₹835,599","₹835,600","₹835,601"," ₹5,000 OFF"
2019 Maruti Alto,"6,225 km1st OwnerPetrol",LXI Manual,"₹332,799","₹332,800","₹332,801",
2016 Hyundai Grand i10,"7,894 km1st OwnerPetrol",MAGNA 1.2 KAPPA VTVT Manual,"₹481,399","₹481,400","₹481,401"," ₹9,000 OFF"
2015 Tata Nano,"11,256 km1st OwnerPetrol",TWIST XTA Automatic,"₹213,199","₹213,200","₹213,201",
2012 Maruti Alto,"28,719 km1st OwnerPetrol",LXI Manual,"₹226,099","₹226,100","₹226,101",
2020 Honda Amaze,"13,849 km1st OwnerPetrol",1.2 SMT I VTEC Manual,"₹689,370","₹689,371","₹689,372"," ₹2,929 OFF"
2017 Renault Kwid,"23,023 km1st OwnerPetrol",RXL Manual,"₹394,299","₹394,300","₹394,301",
2018 Hyundai Verna,"83,119 km1st OwnerDiesel",1.6 CRDI SX + AT Automatic,"₹1,026,199","₹1,026,200","₹1,026,201",
2019 Maruti Alto 800,"3,358 km1st OwnerPetrol",LXI Manual,"₹358,199","₹358,200","₹358,201",
2017 Honda City,"64,208 km1st OwnerPetrol",VX CVT PETROL Automatic,"₹888,699","₹888,700","₹888,701",
2018 Maruti IGNIS,"54,888 km1st OwnerPetrol",SIGMA 1.2 K12 Manual,"₹439,899","₹439,900","₹439,901",
2018 Hyundai Verna,"32,419 km1st OwnerDiesel",1.6 CRDI SX + AT Automatic,"₹1,071,099","₹1,071,100","₹1,071,101",
2019 Volkswagen Polo,"29,951 km1st OwnerPetrol",Trendline 1.0 L Petrol Manual,"₹607,899","₹607,900","₹607,901",
2018 Honda WR-V,"13,989 km1st OwnerPetrol",1.2 i-VTEC VX MT Manual,"₹824,499","₹824,500","₹824,501",
2016 Maruti Baleno,"201,104 km1st OwnerDiesel",ZETA DDIS 190 Manual,"₹535,899","₹535,900","₹535,901",
2016 Maruti Vitara Brezza,"96,448 km2nd OwnerDiesel",ZDI Manual,"₹757,399","₹757,400","₹757,401",
2018 Maruti S Cross,"68,278 km2nd OwnerDiesel",ZETA 1.3 SHVS Manual,"₹915,399","₹915,400","₹915,401",
2017 Maruti Baleno,"44,103 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹578,299","₹578,300","₹578,301",
2016 Hyundai Eon,"93,393 km1st OwnerPetrol",ERA PLUS Manual,"₹326,499","₹326,500","₹326,501",
2013 Maruti Alto 800,"42,131 km1st OwnerPetrol",LXI Manual,"₹245,199","₹245,200","₹245,201",
2018 Maruti Baleno,"93,808 km1st OwnerDiesel",ALPHA DDIS 190 Manual,"₹770,699","₹770,700","₹770,701",
2019 Hyundai NEW SANTRO,"24,806 km1st OwnerPetrol",1.1 SPORTS AMT Manual,"₹580,699","₹580,700","₹580,701",
2018 Maruti Vitara Brezza,"88,052 km2nd OwnerDiesel",ZDI AMT Automatic,"₹858,599","₹858,600","₹858,601",
2014 Maruti Alto K10,"119,305 km2nd OwnerPetrol",VXI Manual,"₹263,699","₹263,700","₹263,701",
2017 Maruti Alto K10,"68,809 km2nd OwnerPetrol",VXI Manual,"₹363,299","₹363,300","₹363,301",
2018 Maruti Alto 800,"62,766 km1st OwnerPetrol",VXI (O) Manual,"₹340,099","₹340,100","₹340,101",
2019 Hyundai Grand i10,"22,011 km1st OwnerPetrol",SPORTZ 1.2 KAPPA VTVT Manual,"₹635,799","₹635,800","₹635,801",
2019 Maruti Eeco,"9,338 km2nd OwnerPetrol",5 STR WITH AC PLUSHTR Manual,"₹471,699","₹471,700","₹471,701",
2018 Maruti Alto 800,"9,846 km1st OwnerPetrol",LXI Manual,"₹358,199","₹358,200","₹358,201",
2015 Maruti Swift Dzire,"188,016 km1st OwnerDiesel",VDI BS IV Manual,"₹561,699","₹561,700","₹561,701",
2012 Maruti Swift Dzire,"121,755 km1st OwnerDiesel",VDI BS IV Manual,"₹497,799","₹497,800","₹497,801",
2019 Hyundai NEW SANTRO,"29,693 km1st OwnerPetrol",ASTA 1.1 MT Manual,"₹540,699","₹540,700","₹540,701",
2016 Ford New Figo,"20,857 km2nd OwnerPetrol",1.5 TITANIUM AT PETROL Automatic,"₹578,999","₹578,1000","₹578,1001",
2017 Maruti Swift Dzire,"19,935 km1st OwnerDiesel",VDI OPT Manual,"₹644,199","₹644,200","₹644,201",
2017 Volkswagen Polo,"13,505 km2nd OwnerPetrol",HIGHLINE1.2L PETROL Manual,"₹635,699","₹635,700","₹635,701",
2015 Hyundai Elite i20,"115,375 km1st OwnerPetrol",ASTA 1.2 Manual,"₹536,099","₹536,100","₹536,101",
2017 Tata Tiago,"21,182 km1st OwnerPetrol",XTA 1.2 PETROL Automatic,"₹478,799","₹478,800","₹478,801"," ₹5,000 OFF"
2017 Hyundai Elite i20,"39,104 km2nd OwnerPetrol",SPORTZ 1.2 Manual,"₹601,099","₹601,100","₹601,101",
2019 Maruti Vitara Brezza,"47,557 km1st OwnerDiesel",ZDI PLUS DUAL TONE Manual,"₹905,099","₹905,100","₹905,101",
2011 Maruti Alto,"36,881 km2nd OwnerPetrol",LXI Manual,"₹213,599","₹213,600","₹213,601"," ₹12,000 OFF"
2020 Maruti Baleno,"28,752 km1st OwnerPetrol",ALPHA 1.2 K12 Manual,"₹778,899","₹778,900","₹778,901",
2018 Maruti Vitara Brezza,"24,007 km1st OwnerDiesel",VDI AMT Manual,"₹856,599","₹856,600","₹856,601",
2015 Hyundai Creta,"81,207 km1st OwnerDiesel",1.6 SX CRDI ,"₹665,299","₹665,300","₹665,301",
2012 Volvo S60,"41,361 km2nd OwnerDiesel",SUMMUM D5 Automatic,"₹927,399","₹927,400","₹927,401",
2014 Maruti Alto K10,"58,762 km1st OwnerPetrol",VXI Manual,"₹273,799","₹273,800","₹273,801",
2013 Nissan Terrano,"62,883 km2nd OwnerDiesel",XV D THP PREMIUM 110 PS Manual,"₹420,599","₹420,600","₹420,601",
2016 Maruti Alto 800,"34,742 km1st OwnerPetrol",VXI Manual,"₹295,799","₹295,800","₹295,801",
2017 Maruti Alto 800,"10,847 km1st OwnerPetrol",LXI Manual,"₹318,199","₹318,200","₹318,201",
2015 Mahindra Scorpio,"67,624 km1st OwnerDiesel",S6 PLUS Manual,"₹822,399","₹822,400","₹822,401",
2020 Hyundai AURA,"1,441 km1st OwnerPetrol",E MT 1.2 KAPPA ,"₹581,099","₹581,100","₹581,101",
2020 Renault Kwid,"6,787 km1st OwnerPetrol",RXL Manual,"₹382,799","₹382,800","₹382,801",
2019 Maruti Baleno,"4,328 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹654,499","₹654,500","₹654,501",
2017 Ford Ecosport,"80,022 km1st OwnerDiesel",1.5 TDCI TITANIUM PLUS ,"₹636,099","₹636,100","₹636,101",
2018 Hyundai Creta,"29,854 km3rd OwnerDiesel",1.6 SX AT CRDI Manual,"₹1,200,999","₹1,200,1000","₹1,200,1001",
2018 Hyundai Tucson New,"58,368 km1st OwnerDiesel",2WD AT GL DIESEL Automatic,"₹1,817,999","₹1,817,1000","₹1,817,1001",
2018 Maruti Alto 800,"29,031 km1st OwnerPetrol",LXI Manual,"₹314,699","₹314,700","₹314,701",
2019 Maruti Alto,"43,183 km1st OwnerPetrol",LXI Manual,"₹321,199","₹321,200","₹321,201",
2018 Maruti Celerio X,"26,410 km1st OwnerPetrol",ZXI OPT AMT Automatic,"₹500,199","₹500,200","₹500,201",
2016 Maruti S Cross,"117,629 km1st OwnerDiesel",ALPHA 1.6 Manual,"₹552,799","₹552,800","₹552,801",
2019 Maruti Vitara Brezza,"18,028 km1st OwnerDiesel",VDI Manual,"₹824,799","₹824,800","₹824,801",
2018 Renault Kwid,"33,167 km2nd OwnerPetrol",RXT Opt Manual,"₹258,899","₹258,900","₹258,901",
2019 Maruti New  Wagon-R,"12,445 km1st OwnerPetrol",VXI 1.0 Manual,"₹530,399","₹530,400","₹530,401",
2017 Maruti IGNIS,"15,302 km1st OwnerPetrol",ZETA 1.2 K12 Manual,"₹566,199","₹566,200","₹566,201",
2019 Hyundai GRAND I10 NIOS,"12,867 km1st OwnerPetrol",SPORTZ 1.2 AT ,"₹644,899","₹644,900","₹644,901",
2020 Mahindra XUV500,"27,892 km1st OwnerDiesel",W11 (O) Manual,"₹1,715,599","₹1,715,600","₹1,715,601",
2021 Maruti XL6,"2,685 km1st OwnerPetrol",ZETA SHVS Manual,"₹987,099","₹987,100","₹987,101",
2017 Datsun Redi Go,"20,977 km2nd OwnerPetrol",T (O) Manual,"₹264,599","₹264,600","₹264,601",
2019 Maruti Baleno,"20,976 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹737,199","₹737,200","₹737,201",
2015 BMW 3 Series,"33,958 km2nd OwnerDiesel",320D Automatic,"₹1,696,799","₹1,696,800","₹1,696,801",
2017 Maruti IGNIS,"38,691 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹386,499","₹386,500","₹386,501",
2016 Hyundai Creta,"199,598 km1st OwnerDiesel",1.6 SX CRDI ,"₹714,899","₹714,900","₹714,901",
2016 Hyundai Creta,"54,233 km1st OwnerDiesel",1.4 S CRDI ,"₹833,699","₹833,700","₹833,701",
2015 Ford Figo Aspire,"94,578 km1st OwnerDiesel",1.5 AMBIENTE DIESEL Manual,"₹388,399","₹388,400","₹388,401",
2017 Hyundai Creta,"84,110 km2nd OwnerDiesel",1.4 E PLUS CRDI Manual,"₹763,999","₹763,1000","₹763,1001",
2017 Hyundai Creta,"19,885 km1st OwnerDiesel",1.4 E PLUS CRDI Manual,"₹803,799","₹803,800","₹803,801",
2016 Hyundai Creta,"78,878 km1st OwnerDiesel",1.6 SX PLUS DIESEL Manual,"₹819,999","₹819,1000","₹819,1001",
2014 Ford Ecosport,"102,117 km1st OwnerDiesel",1.5 TREND TDCI Manual,"₹456,099","₹456,100","₹456,101",
2014 Audi Q3,"66,027 km1st OwnerDiesel",2.0 TDI MT S EDITION Manual,"₹1,363,499","₹1,363,500","₹1,363,501",
2015 Hyundai Elite i20,"69,970 km1st OwnerDiesel",MAGNA 1.4 CRDI Manual,"₹511,799","₹511,800","₹511,801",
2014 Ford Ecosport,"122,729 km1st OwnerDiesel",1.5 TREND TDCI Manual,"₹459,399","₹459,400","₹459,401",
2019 Hyundai VENUE,"31,118 km1st OwnerPetrol",S MT Turbo GDI 1.0L ,"₹913,099","₹913,100","₹913,101",
2015 Maruti S Cross,"94,544 km1st OwnerDiesel",ALPHA 1.3 Manual,"₹530,399","₹530,400","₹530,401",
2014 Ford Ecosport,"66,779 km1st OwnerDiesel",1.5 TITANIUMTDCI OPT Manual,"₹501,699","₹501,700","₹501,701",
2015 Hyundai Creta,"86,671 km1st OwnerDiesel",1.6 SX (O) CRDI Manual,"₹791,699","₹791,700","₹791,701",
2015 Hyundai Creta,"89,521 km1st OwnerDiesel",1.6 SX (O) CRDI Manual,"₹803,799","₹803,800","₹803,801",
2013 Toyota Innova,"63,747 km1st OwnerDiesel",2.5 GX 8 STR BS IV Manual,"₹611,299","₹611,300","₹611,301",
2013 Honda Amaze,"109,366 km2nd OwnerDiesel",1.5 VXMT I DTEC Manual,"₹299,299","₹299,300","₹299,301",
2014 Hyundai Elite i20,"66,741 km1st OwnerDiesel",ASTA 1.4 CRDI Manual,"₹485,699","₹485,700","₹485,701",
2015 Hyundai Elite i20,"66,762 km2nd OwnerDiesel",MAGNA 1.4 CRDI Manual,"₹471,199","₹471,200","₹471,201",
2016 Maruti Baleno,"71,530 km1st OwnerDiesel",ALPHA DDIS 190 Manual,"₹578,999","₹578,1000","₹578,1001",
2016 Maruti Baleno,"53,256 km1st OwnerPetrol",ZETA 1.2 K12 CVT Automatic,"₹574,099","₹574,100","₹574,101",
2016 Maruti Baleno,"67,332 km1st OwnerDiesel",ALPHA DDIS 190 Manual,"₹572,199","₹572,200","₹572,201",
2013 Renault Duster,"96,788 km1st OwnerDiesel",85 PS RXL OPT Manual,"₹417,599","₹417,600","₹417,601",
2020 Hyundai GRAND I10 NIOS,"3,907 km1st OwnerPetrol",MAGNA 1.2 MT Manual,"₹643,799","₹643,800","₹643,801",
2020 Hyundai GRAND I10 NIOS,"11,966 km1st OwnerPetrol",ASTA PETROL AMT Automatic,"₹761,399","₹761,400","₹761,401",
2014 Hyundai Grand i10,"58,341 km1st OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹395,599","₹395,600","₹395,601",
2014 Hyundai Grand i10,"121,055 km1st OwnerPetrol",SPORTZ 1.2 KAPPA VTVT Manual,"₹349,699","₹349,700","₹349,701",
2017 Maruti Dzire,"23,321 km1st OwnerPetrol",VXI Manual,"₹640,599","₹640,600","₹640,601",
2018 Maruti Dzire,"42,575 km1st OwnerPetrol",VXI Manual,"₹610,999","₹610,1000","₹610,1001",
2016 Maruti Baleno,"57,606 km1st OwnerPetrol",ZETA 1.2 K12 Manual,"₹555,699","₹555,700","₹555,701",
2016 Maruti Baleno,"34,818 km1st OwnerPetrol",ZETA 1.2 K12 Manual,"₹552,199","₹552,200","₹552,201",
2014 Toyota Innova,"69,958 km1st OwnerDiesel",2.5 VX 8 STR BS IV Manual,"₹1,069,999","₹1,069,1000","₹1,069,1001",
2017 Hyundai Verna,"23,327 km1st OwnerPetrol",FLUIDIC 1.6 SX VTVT Manual,"₹787,299","₹787,300","₹787,301",
2013 Toyota Fortuner,"76,953 km1st OwnerDiesel",3.0 MT 4X2 Manual,"₹1,214,799","₹1,214,800","₹1,214,801",
2016 Maruti Baleno,"70,726 km1st OwnerPetrol",DELTA 1.2 K12 Manual,"₹466,499","₹466,500","₹466,501",
2012 Toyota Etios,"55,275 km1st OwnerDiesel",GD Manual,"₹340,199","₹340,200","₹340,201",
2018 Maruti Dzire,"29,735 km1st OwnerDiesel",VDI Manual,"₹629,599","₹629,600","₹629,601",
2018 Renault Kwid,"41,139 km2nd OwnerPetrol",RXL Manual,"₹316,299","₹316,300","₹316,301",
2013 Maruti Ertiga,"112,745 km1st OwnerDiesel",VDI ABS Manual,"₹485,099","₹485,100","₹485,101",
2014 Hyundai Elite i20,"169,197 km1st OwnerDiesel",ASTA 1.4 CRDI Manual,"₹438,299","₹438,300","₹438,301",
2016 Maruti Vitara Brezza,"92,569 km1st OwnerDiesel",ZDI Manual,"₹671,899","₹671,900","₹671,901",
2014 Maruti Ciaz,"113,158 km1st OwnerDiesel",VDI PLUS Manual,"₹517,599","₹517,600","₹517,601",
2015 Hyundai Elite i20,"141,314 km3rd OwnerDiesel",ASTA 1.4 CRDI Manual,"₹514,999","₹514,1000","₹514,1001",
2013 Toyota Innova,"55,587 km1st OwnerDiesel",2.5 GX 8 STR BS IV Manual,"₹678,699","₹678,700","₹678,701",
2017 Maruti Vitara Brezza,"34,749 km1st OwnerDiesel",VDI OPT Manual,"₹671,499","₹671,500","₹671,501",
2017 Maruti Vitara Brezza,"39,099 km1st OwnerDiesel",VDI OPT Manual,"₹688,599","₹688,600","₹688,601",
2019 Honda Civic,"15,416 km1st OwnerPetrol",VX CVT i-VTEC Automatic,"₹1,558,899","₹1,558,900","₹1,558,901",
2014 Maruti Ertiga,"66,132 km1st OwnerDiesel",ZDI Manual,"₹538,499","₹538,500","₹538,501",
2016 Ford Ecosport,"7,789 km1st OwnerPetrol",1.5 TITANIUM TI VCT Manual,"₹749,599","₹749,600","₹749,601",
2016 Maruti Vitara Brezza,"34,879 km1st OwnerDiesel",ZDI PLUS Manual,"₹740,899","₹740,900","₹740,901",
2013 Honda Amaze,"72,572 km1st OwnerDiesel",1.5 SMT I DTEC Manual,"₹337,199","₹337,200","₹337,201",
2014 Hyundai Grand i10,"112,190 km2nd OwnerPetrol",ASTA 1.2 KAPPA VTVT OPT Manual,"₹376,299","₹376,300","₹376,301",
2013 Ford Ecosport,"80,946 km2nd OwnerDiesel",1.5TITANIUM TDCI Manual,"₹422,899","₹422,900","₹422,901",
2013 Ford Ecosport,"113,857 km1st OwnerDiesel",1.5 AMBIENTE TDCI Manual,"₹385,599","₹385,600","₹385,601",
2014 Toyota Innova,"119,295 km2nd OwnerDiesel",2.5 GX 8 STR BS IV Manual,"₹686,099","₹686,100","₹686,101",
2015 Hyundai Grand i10,"63,396 km2nd OwnerPetrol",SPORTS 1.2 VTVT Manual,"₹370,099","₹370,100","₹370,101",
